person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Ozana Marin,ozanamarin,ozanamarin@zzup.ro,8971230414859,1944-10-06,"Strada Diaconu Nr. 214 Bl. 62  Sc. 42 Ap. 781, Jibou, 647034",0730 804 389,a0:56:b0:a4:dc:2a,201.52.234.169,RO95EGFS9103037409665198,2025-06-22 22:40:03,9697,980,65,1560403,dc4ccb3f-e4f7-49a3-bd95-a966183b13e1
Iustin Popa,iustinpopa,iustinpopa@post.ro,7540430211007,1965-11-11,"Bulevardul Cristea Nr. 975, Adjud, 924746",0724 032 433,68:09:0a:97:4b:78,153.82.251.171,RO27PVGF6619546632517546,2025-06-22 22:40:03,17464,563,675,994317,97cdfef7-82f6-4e91-9c01-6cc63857a29f
Mihnea Preda,mihneapreda,mihneapreda@email.ro,2500912348381,1942-01-30,"Drumul Florea Nr. 97, Turda, 523900",0731 335 880,b6:4a:cd:ed:eb:94,189.169.249.72,RO20QZQL3149823291624489,2025-06-22 22:40:03,19010,867,789,1227822,e97f7135-0549-42e2-9aa3-d267e9622141
Grațian Mazilescu,grațianmazilescu,grațianmazilescu@email.ro,8890421521306,1988-10-29,"Strada Bernard Stancu Nr. 790, Podu Iloaiei, 811506",0722 714 536,3a:ed:00:f2:8b:4d,76.6.224.147,RO06HQHS3217322811449044,2025-06-22 22:40:03,29362,864,309,1648089,5db8874a-4061-4f73-ad88-639bafd6c183
Bănel Stancu,bănelstancu,bănelstancu@141.ro,3320528023686,1988-06-06,"Bulevardul Stan Nr. 313, Gaesti, 645656",0770 551 536,30:a3:b4:f0:ef:df,17.68.229.179,RO55VZRT7943719965911890,2025-06-22 22:40:03,10484,846,614,300101,a0186168-459a-4314-8a3a-e2e5910e5ac2
Leontin Ionescu,leontinionescu,leontinionescu@141.ro,3230518524986,2014-06-05,"Strada Marin Nr. 722, Modelu, 283192",0267 283 304,4a:24:86:b4:ee:c9,74.25.40.236,RO50KEHW7347532743770792,2025-06-22 22:40:03,19834,654,45,1937348,e4b00bbb-1135-4e1c-aa30-47309e0af61b
Nelu Stoica,nelustoica,nelustoica@141.ro,7060406246459,1948-12-30,"Bulevardul Ioniță Nr. 57 Bl. 51  Sc. 96 Ap. 763, Borsa, 226616",0744 643 028,6c:dd:95:fa:72:2f,33.253.9.21,RO34OVYX0973809847646771,2025-06-22 22:40:03,14347,769,36,1043745,aedce0b8-b174-4a23-8fcc-d7b9f9457aca
Crenguța Dinu,crenguțadinu,crenguțadinu@141.ro,8370920511711,2024-03-06,"Aleea Stănescu, Modelu, 556919",0245 876 198,36:e4:0a:41:41:2b,132.196.153.31,RO75WQDA8615388725718785,2025-06-22 22:40:03,6863,446,649,1837936,dc23093a-f09b-461c-8981-c803aef89686
Eleonora Diaconescu,eleonoradiaconescu,eleonoradiaconescu@gmail.com,6160106042683,1919-01-29,"Bulevardul Mazilescu Nr. 300, Piatra-Neamt, 926493",0731 196 852,4e:6c:7b:25:40:c4,164.100.80.179,RO07IHUW1739945849440775,2025-06-22 22:40:03,19264,359,754,1169393,d7a931a7-5d65-4e9d-a7ef-b0c1103ab9d5
Petru Stancu,petrustancu,petrustancu@acasa.ro,3710801082901,1921-01-04,"Bulevardul Mocanu Nr. 31 Bl. 51  Sc. 54 Ap. 138, Roman, 971715",0766 870 373,92:9e:5b:36:8e:9e,182.218.86.52,RO41HXAI3557109470319100,2025-06-22 22:40:03,33820,832,151,658583,8789051f-7c6a-41f9-a3e2-675103148e0c
Norman Dinu,normandinu,normandinu@zzup.ro,6071205137958,1989-09-14,"Soseaua Dinu Nr. 956 Bl. 56  Sc. 20 Ap. 143, Oltenita, 568213",0744 044 465,28:0f:ad:5f:5b:7b,35.188.117.216,RO70JCPW0475795630595440,2025-06-22 22:40:03,6514,980,749,1391499,91e46e6d-19ae-4ced-8694-119080a39d75
Sinică Albu,sinicăalbu,sinicăalbu@gmail.com,5290621353373,1988-11-25,"Intrarea Dinu, Toflea, 541281",0769 194 592,18:76:61:f2:9f:7f,190.88.213.77,RO39IHBS9944884869901378,2025-06-22 22:40:03,19375,930,356,1778044,4818ed4e-6119-4a22-825a-0e7888c3f351
Doru Dobre,dorudobre,dorudobre@post.ro,2140506156431,1913-02-23,"Aleea Dobre Nr. 576 Bl. 71  Sc. 53 Ap. 223, Podu Iloaiei, 228528",0756 767 928,fa:4a:51:0c:8a:ba,91.54.181.127,RO26PAAJ8232855890407390,2025-06-22 22:40:03,8497,55,239,546840,5bb5e69b-a5c4-4c9e-9edf-314db9c93951
Niculina Dobre,niculinadobre,niculinadobre@post.ro,5700619359311,1936-01-19,"Bulevardul Antonia Stănescu Nr. 38, Vulcan, 879006",0248 136 260,f6:84:71:16:7f:c8,78.95.246.208,RO23KQJF2238012247587835,2025-06-22 22:40:03,34132,587,650,703931,0a74332a-c5d1-48e2-a309-c4703abde651
Suzana Nemeș,suzananemeș,suzananemeș@acasa.ro,2850824047244,1970-06-21,"Aleea Salomea Popa, Peretu, 266973",0744 675 516,a2:61:f4:86:41:d8,155.134.180.194,RO46OCLS0153353379700022,2025-06-22 22:40:03,34657,31,176,459542,53c30258-c0aa-4546-82ca-01b8e2ead1e3
Ionelia Oprea,ioneliaoprea,ioneliaoprea@gmail.com,8850915108702,1941-05-12,"Soseaua Lorena Dima Nr. 975, Boldesti-Scaeni, 325080",0721 021 170,4c:c3:53:20:65:55,80.90.51.128,RO15PDEL3723384745808147,2025-06-22 22:40:03,15706,858,59,1465992,50be8e9c-6c8e-4c7d-88c3-2676d3b1b62f
Augustin Eftimie,augustineftimie,augustineftimie@acasa.ro,3340501043628,2004-03-11,"Drumul Gheorghiu, Strejnicu, 364218",0755 789 560,4e:67:1e:a4:e6:31,11.180.184.245,RO60MJDW2307177761602293,2025-06-22 22:40:03,28216,2,100,266339,61591b8e-513b-4975-8433-38920d470f81
Margareta Albu,margaretaalbu,margaretaalbu@gmail.com,3370507440322,1960-04-13,"Drumul Albu, Vulcan, 914887",0256 660 449,d4:10:65:2f:87:8d,110.19.200.108,RO96CQMS4444920869731971,2025-06-22 22:40:03,19305,507,509,144114,82d4def2-d69d-4e3a-a4b3-63a8f0753293
Iustin Nemeș,iustinnemeș,iustinnemeș@kappa.ro,2650617017325,1954-05-14,"Strada Dobre Nr. 34, Dumbravita, 718165",0244 178 914,52:41:76:3a:91:8d,199.117.198.5,RO47AITQ7204544024109309,2025-06-22 22:40:03,17412,287,550,680337,c422dee7-115f-4472-9fe4-5602534b41c9
Visarion Toma,visariontoma,visariontoma@141.ro,8420712461955,1943-01-07,"Drumul Stănescu Nr. 869 Bl. 70  Sc. 38 Ap. 281, Petrosani, 652653",0765 433 636,1a:54:ec:4d:28:05,68.138.127.39,RO38STQW1079771857378625,2025-06-22 22:40:03,28542,766,527,1195658,d7fc542b-2780-404b-8f4a-cd5a0f0146cd
Bartolomeu Aanei,bartolomeuaanei,bartolomeuaanei@zzup.ro,8000406076649,1921-10-10,"Aleea Nemeș Nr. 51 Bl. 70  Sc. 46 Ap. 349, Podu Iloaiei, 543553",0749 731 692,62:e9:ba:f6:9b:18,153.123.82.254,RO41CKYC8211084570612122,2025-06-22 22:40:03,373,387,130,1516086,7aaf723e-4cee-45d4-a911-d7ad49f6b84e
Adelina Suciu,adelinasuciu,adelinasuciu@gmail.com,7130818238874,1978-12-29,"Intrarea Lorin Stănescu Nr. 53, Targu Mures, 977213",021 839 6007,14:73:92:b4:f1:dd,45.150.188.62,RO73FRAW5766673636932197,2025-06-22 22:40:03,13947,371,66,115373,bf25784e-027b-4822-8fbb-60c26f43ae9d
Sebastian Mocanu,sebastianmocanu,sebastianmocanu@kappa.ro,4381001398771,1939-01-16,"Soseaua Romina Stănescu Nr. 360 Bl. 31  Sc. 28 Ap. 254, Huedin, 308966",0785 183 540,14:c7:c0:df:94:fa,30.28.3.149,RO78AVJP3354295766551295,2025-06-22 22:40:03,4374,27,258,975551,9727487c-3c6f-4c1d-b555-1df7c155e99a
Nicușor Eftimie,nicușoreftimie,nicușoreftimie@acasa.ro,2221124100493,1947-07-17,"Soseaua Anica Mocanu Nr. 11, Calafat, 344360",0723 449 714,80:3f:38:a6:8c:55,43.108.70.215,RO80PNEV4655328410851262,2025-06-22 22:40:03,11450,534,74,775884,dcd3ecb5-81ec-450a-b175-e7e4e076ff9f
Ducu Niță,ducuniță,ducuniță@acasa.ro,6430609194021,1955-05-19,"Soseaua Anastasia Toma, Baia Sprie, 295183",0245 456 192,16:5c:bd:b4:99:63,150.253.17.239,RO98HKQF4492586246268819,2025-06-22 22:40:03,18986,29,450,1821239,c45815bb-b31d-4c25-b697-3f782cfd50af
Adam Tudor,adamtudor,adamtudor@kappa.ro,3491028049813,1980-01-22,"Strada Stancu Nr. 51, Sangeorgiu de Mures, 409753",0264 544 909,ba:c9:43:0d:ad:16,46.143.20.7,RO27GHZR8852957601104936,2025-06-22 22:40:03,18000,5,268,1256200,e0982a03-7150-4883-a4c8-c163e1097666
Grațiela Cristea,grațielacristea,grațielacristea@email.ro,6840803102422,2003-05-08,"Drumul Nistor, Deta, 574595",0231 763 964,66:b7:81:5f:51:29,141.144.120.185,RO39OEKD8193175300642923,2025-06-22 22:40:03,7761,867,192,464669,4754696d-b775-48ea-98cf-f2a68a98a0b2
Fiodor Popa,fiodorpopa,fiodorpopa@zzup.ro,5590612279401,2007-07-22,"Soseaua Diaconu Nr. 984, Rucar, 958416",0753 475 787,f4:bf:be:44:d0:b5,138.27.186.201,RO87XISF3441501787789374,2025-06-22 22:40:03,10129,666,296,1101303,98ca2b61-7df7-4542-a35d-022e98f9587f
Narcisa Dima,narcisadima,narcisadima@kappa.ro,1331203254902,2016-06-01,"Bulevardul Florea Nr. 39 Bl. 90  Sc. 99 Ap. 142, Slobozia, 416322",0737 921 136,ca:70:b3:ba:68:42,89.57.72.6,RO27COAP5936658743207693,2025-06-22 22:40:03,22402,811,605,1496506,5298c4e6-a626-412a-ae0e-2d0ca1cf5519
Florica Ioniță,floricaioniță,floricaioniță@email.ro,1800829310156,1984-03-15,"Bulevardul Laurențiu Gheorghiu Nr. 10, Savinesti (Poiana Teiului), 397505",0786 082 446,46:a1:3a:03:b3:0e,16.190.173.135,RO69RMCK7322010269939931,2025-06-22 22:40:03,30207,343,54,1699021,82b09da3-e174-4522-9a77-cf3ab8c9cd1a
Cristea Cristea,cristeacristea,cristeacristea@141.ro,3771102241614,1949-03-06,"Intrarea Emil Marin Nr. 51 Bl. 35  Sc. 90 Ap. 104, Ludus, 494163",0788 086 947,00:10:cb:13:ac:46,85.72.12.205,RO20HEJP3170060094876732,2025-06-22 22:40:03,32484,71,746,906336,266cb4b4-487a-4240-bd41-822288c41a9c
Rareș Voinea,rareșvoinea,rareșvoinea@email.ro,7920215312614,1959-06-29,"Bulevardul Sidonia Ionescu Nr. 660, Moreni, 388102",0746 121 892,be:fa:33:04:30:d6,181.29.161.65,RO71DZQX5280280590641160,2025-06-22 22:40:03,35950,793,601,53740,684df95b-5ac8-48f4-8820-8097e4bba24d
Alexandru Manole,alexandrumanole,alexandrumanole@zzup.ro,3800801277159,1936-04-05,"Strada Mălina Cristea Nr. 99 Bl. 10  Sc. 14 Ap. 990, Cornetu, 653732",0749 143 472,d4:75:7f:24:58:ab,89.39.135.122,RO23ILUM6149595298140683,2025-06-22 22:40:03,33877,3,232,1716859,f1b41b16-d5c5-47d4-9d44-e3c58db02bbd
Panait Tomescu,panaittomescu,panaittomescu@gmail.com,1201204418100,1990-07-17,"Intrarea Barbu Nr. 69, Slobozia, 872482",0236 276 181,c0:6b:c9:57:fb:e3,84.20.160.80,RO13UZHJ8643129838615841,2025-06-22 22:40:03,14276,193,553,1667704,63a062e7-b4ef-4a97-bb0a-bd7b1c947a9c
Nelu Ionescu,neluionescu,neluionescu@post.ro,7390331089553,2001-04-30,"Aleea Oprea, Baciu, 702575",0725 458 284,c6:be:f4:eb:3b:eb,164.227.87.67,RO65FZXE0499140167369615,2025-06-22 22:40:03,29634,698,613,858179,b6327653-c956-47e7-a5ec-a406ccfe9258
Ladislau Ene,ladislauene,ladislauene@zzup.ro,4780320440162,1988-04-10,"Strada Dima Nr. 483 Bl. 44  Sc. 52 Ap. 462, Medias, 964104",0739 881 842,9e:c1:d9:43:9d:3c,223.114.1.10,RO11IFOK9132474393106720,2025-06-22 22:40:03,15125,19,150,1692530,bc76f1e9-8231-462d-b87e-e2fabf46e80e
Nechifor Marin,nechiformarin,nechiformarin@141.ro,1100911398070,1953-12-14,"Bulevardul Preda Nr. 814 Bl. 28  Sc. 39 Ap. 292, Targu Mures, 572018",0246 019 145,a2:3e:9b:01:2b:c4,86.238.232.32,RO20JTCO8880089401339288,2025-06-22 22:40:03,6735,199,353,1784795,4bb55736-7395-4e5b-8b55-ade9d953591c
Saveta Mocanu,savetamocanu,savetamocanu@kappa.ro,2670922025109,1956-12-16,"Drumul Barbu Nr. 592, Jibou, 294150",0237 789 279,7c:d5:a0:d6:69:72,72.113.46.122,RO11AWEH1652312866669141,2025-06-22 22:40:03,13529,46,73,922274,bf4602f6-5fed-4e6f-a1cb-eb7af1783390
Vlaicu Popa,vlaicupopa,vlaicupopa@email.ro,2440109159112,1939-06-17,"Soseaua Tabacu Nr. 215 Bl. 47  Sc. 19 Ap. 196, Baciu, 597507",0743 865 350,de:62:2a:97:a9:72,90.201.147.40,RO15JWJJ4118685600426858,2025-06-22 22:40:03,32093,408,182,92606,e7c5a297-d800-4c30-bac0-8cf24c5d54b7
Sever Mazilescu,severmazilescu,severmazilescu@gmail.com,7670309398067,1920-07-28,"Drumul Ionescu Nr. 695 Bl. 33  Sc. 60 Ap. 234, Brasov, 653115",0751 600 131,e0:4d:5b:16:e3:d2,211.216.141.247,RO44RAUB1274914265837759,2025-06-22 22:40:03,29978,874,29,1005683,2f7baaa3-ca31-46dc-8ce1-074a90854b30
Janeta Popescu,janetapopescu,janetapopescu@post.ro,6471022151063,1966-05-19,"Intrarea Barbu, Ianca, 589971",0735 500 661,70:30:c9:12:cf:80,151.132.98.11,RO52JUIG9265726085691412,2025-06-22 22:40:03,14570,131,495,1927857,e0ee19f0-2a53-456e-99fa-90409d8d908d
Laurian Niță,laurianniță,laurianniță@141.ro,8340123065520,1957-05-17,"Intrarea Diaconescu Nr. 753, Cisnadie, 815323",0745 428 187,18:e5:71:0b:b6:a0,153.231.56.106,RO18ELAK0414551952931248,2025-06-22 22:40:03,33195,816,12,624871,3517181c-e48a-4225-9e9b-95d759753f4c
Cristofor Ionescu,cristoforionescu,cristoforionescu@kappa.ro,1270329429542,2009-06-27,"Strada Giorgian Ioniță Nr. 159, Arad, 987843",0233 528 248,a8:6f:27:6e:58:ff,204.207.99.2,RO48RAXF8268360197073875,2025-06-22 22:40:03,13049,695,373,1181344,0c715db9-d39d-4de0-8c85-59fbe0fa6471
Dora Dinu,doradinu,doradinu@zzup.ro,1500526165517,1935-08-25,"Bulevardul Haralamb Ene Nr. 818 Bl. 86  Sc. 11 Ap. 783, Carei, 746223",0771 228 134,0e:4e:47:ce:5a:cd,204.189.162.89,RO24SRNW1990306606105873,2025-06-22 22:40:03,25590,842,371,659611,d6370f59-7bf5-4d59-9cf0-58012114c4b9
Codruț Dobre,codruțdobre,codruțdobre@141.ro,3870928032646,1990-08-10,"Bulevardul Stănescu, Bals, 263255",0766 497 998,b6:95:86:bb:2e:8b,117.30.160.158,RO05NDXS7124209025951331,2025-06-22 22:40:03,10675,472,785,1258833,5f6579f6-0b55-4865-a8ff-5461f9204b70
Norbert Barbu,norbertbarbu,norbertbarbu@post.ro,6940830264031,2023-01-27,"Aleea Panagachie Mocanu Nr. 30, Comanesti, 812322",0729 658 196,10:0e:3c:d8:45:bf,175.12.93.155,RO03HGFI5822432757262028,2025-06-22 22:40:03,18708,972,428,844552,7825a849-6700-42b3-9777-a9e1429acbb5
Corina Stoica,corinastoica,corinastoica@gmail.com,7850424294310,2001-11-14,"Aleea Timea Albu, Sacueni, 813888",0735 873 999,14:fb:9d:2d:28:e8,86.156.226.43,RO20DWLY7761890883019335,2025-06-22 22:40:03,10632,864,498,745431,a63bcc03-569a-4674-9772-5ea700b94ade
Leopoldina Eftimie,leopoldinaeftimie,leopoldinaeftimie@kappa.ro,4651031339391,1986-02-02,"Soseaua Florea Nr. 15 Bl. 79  Sc. 93 Ap. 268, Apahida, 711913",0741 722 191,ae:97:7f:1c:ff:e2,207.109.246.115,RO14KMCT0431249055716066,2025-06-22 22:40:03,15294,946,141,1943332,7a9bfb8f-92b8-41fc-9070-d593d0c02c13
Bartolomeu Tomescu,bartolomeutomescu,bartolomeutomescu@acasa.ro,2130503071223,1929-08-23,"Bulevardul Stoica Nr. 79, Domnesti, 550618",0763 278 307,e0:16:5c:42:ff:63,198.69.8.143,RO61FFFH0447463257308498,2025-06-22 22:40:03,26926,259,158,1347430,49876de8-49bc-4590-95bd-daa6c1b54e35
Lidia Diaconu,lidiadiaconu,lidiadiaconu@acasa.ro,1540901097131,2001-09-05,"Bulevardul Artemisa Stan, Orsova, 475556",0769 782 307,f6:0c:43:91:6e:4d,133.243.214.200,RO57YIYY5237541540143511,2025-06-22 22:40:03,8884,294,643,1908515,1624e5d0-2c1c-4f86-8770-f36859e30be1
Florentin Mocanu,florentinmocanu,florentinmocanu@gmail.com,3930304409911,1916-10-11,"Soseaua Mazilescu Nr. 177, Drobeta-Turnu Severin, 574349",0729 453 465,54:9c:bc:ea:85:ad,189.220.238.176,RO06LNJV2507711075006818,2025-06-22 22:40:03,23704,163,542,1178404,d5777dbf-1a65-46f6-9959-2ef1b6a75fb7
Anton Stănescu,antonstănescu,antonstănescu@post.ro,7791013322366,2008-06-12,"Drumul Eremia Suciu Nr. 58, Salonta, 123764",0729 458 179,c4:04:dc:d0:75:07,135.210.96.164,RO33AHYH7195490154458402,2025-06-22 22:40:03,23939,10,747,1307076,f5995187-ce8a-4f67-8890-8bc6c122e2dd
Haralambie Pușcașu,haralambiepușcașu,haralambiepușcașu@kappa.ro,7230227375511,1953-10-28,"Aleea Magdalena Ioniță Nr. 41, Targoviste, 316468",0759 961 534,6a:c1:e3:9a:cf:5b,81.188.138.186,RO39CJTY7976657931817709,2025-06-22 22:40:03,25108,240,713,1773984,ed36bd3b-360a-4016-9a42-9b57b8a1b055
Cătălina Diaconu,cătălinadiaconu,cătălinadiaconu@kappa.ro,3460509246741,1974-09-25,"Aleea Eftimie, Strehaia, 235705",0746 779 152,1e:3c:11:d7:4e:cb,17.54.111.149,RO73BWLN5278341308043982,2025-06-22 22:40:03,4928,838,797,1591009,ae44a21a-c2ff-4638-90c7-abe131bc7997
Stela Voinea,stelavoinea,stelavoinea@gmail.com,3100126297676,2010-04-17,"Strada Stancu Nr. 141, Barlad, 876336",0711 525 783,14:17:fd:6f:61:4b,136.211.240.72,RO55RIUW4618304944304028,2025-06-22 22:40:03,6865,381,701,1896010,bda25617-9a8b-43ec-a656-f76c1adab413
Ionela Ene,ionelaene,ionelaene@post.ro,3810423378931,2018-11-23,"Intrarea Axenia Ionescu Nr. 375 Bl. 24  Sc. 68 Ap. 946, Cajvana, 575097",0752 499 721,50:8e:7b:91:63:97,187.98.108.138,RO35RQZP9474515256938411,2025-06-22 22:40:03,12637,893,17,1058020,ab69d2b7-f378-48d8-8a7c-44e6071ed30a
Larisa Tomescu,larisatomescu,larisatomescu@acasa.ro,6470323432771,2008-04-13,"Bulevardul Popescu, Giurgiu, 853747",0234 637 847,5e:29:ea:45:aa:92,186.120.63.32,RO95LOJJ7133773700991966,2025-06-22 22:40:03,5711,703,45,1197540,3dcd95bc-0680-42fa-8ba5-9b5bbb74f0d8
Iulia Dima,iuliadima,iuliadima@zzup.ro,2431111313881,1912-11-27,"Bulevardul Popescu Nr. 42, Strehaia, 636020",0249 991 299,12:6d:7c:48:19:8f,108.119.252.151,RO40HKAQ7440254954002566,2025-06-22 22:40:03,27237,540,719,229010,9ea4f5ab-454d-4f76-9d14-c8d00a73853b
Alex Eftimie,alexeftimie,alexeftimie@acasa.ro,4680904336626,1944-09-20,"Soseaua Nistor, Ramnicu Sarat, 180351",0723 874 541,b0:c6:19:f7:ec:5e,51.175.44.163,RO18PEES5983808003283492,2025-06-22 22:40:03,16534,223,356,101582,6343eaa6-7f76-48bf-adac-3a59d6bdf09e
Romulus Ababei,romulusababei,romulusababei@post.ro,5470314522609,1972-12-13,"Strada Nistor Nr. 14 Bl. 12  Sc. 66 Ap. 822, Feldru, 227027",0734 813 610,a0:c0:bb:e1:c0:e2,94.178.187.172,RO47UXVQ5814076313654237,2025-06-22 22:40:03,2730,338,737,564194,8e471e5a-bc14-4cdf-babd-46a315af7714
Silvian Tabacu,silviantabacu,silviantabacu@zzup.ro,3340123330903,1926-11-12,"Soseaua Manole, Peretu, 749805",0267 232 273,50:da:c1:4c:30:03,168.14.77.173,RO32JRSL6019292961582489,2025-06-22 22:40:03,26384,243,56,1040569,a5aced3a-bec0-42a7-af60-b000881a83cc
Teodora Tudor,teodoratudor,teodoratudor@gmail.com,1970705147790,1950-01-18,"Aleea Diaconescu Nr. 153 Bl. 58  Sc. 71 Ap. 998, Chisineu-Cris, 490689",0249 029 183,52:c3:66:90:16:c6,222.246.165.40,RO54HFUQ7896538277562805,2025-06-22 22:40:03,15809,820,755,726832,f2ebfeb7-6fdb-4611-a780-50cc9bc5efe7
Adi Suciu,adisuciu,adisuciu@141.ro,7180805274021,1914-11-19,"Drumul Stănescu Nr. 90, Navodari, 179347",0732 463 730,0a:01:83:1b:3e:65,130.24.194.195,RO45LYAG4214968244520269,2025-06-22 22:40:03,24409,42,315,1521840,fc31acf9-3fa4-48d4-8dd7-d3ebe263943d
Luiza Niță,luizaniță,luizaniță@141.ro,5771208068341,1944-02-28,"Strada Cristea, Sinaia, 991380",0763 793 941,26:33:49:b3:79:24,217.89.143.119,RO29AJKC1799614518462082,2025-06-22 22:40:03,23830,132,686,341674,1edd9d3d-bc82-4598-9e1a-00a20f0923c5
Grațian Tudor,grațiantudor,grațiantudor@zzup.ro,8830304278699,1952-10-26,"Soseaua Diaconescu Nr. 74 Bl. 15  Sc. 49 Ap. 396, Harsova, 503755",0267 219 096,76:b4:b8:0a:e8:1d,87.191.128.141,RO46VKHF6825295959831832,2025-06-22 22:40:03,24353,257,203,1230823,ba85f042-abaf-409e-871e-c29a6950e635
Roxelana Tudor,roxelanatudor,roxelanatudor@post.ro,1111119267711,1994-01-04,"Drumul Lorena Ardelean Nr. 98 Bl. 48  Sc. 65 Ap. 247, Gilau, 687901",0786 514 282,e0:e5:90:ea:68:d2,217.97.29.80,RO31AROG0033046604346540,2025-06-22 22:40:03,19094,235,169,1154077,4257e530-0003-440c-b2af-b5e96d8c63d6
Lazăr Stănescu,lazărstănescu,lazărstănescu@zzup.ro,4390206519131,1963-04-05,"Soseaua Ardelean, Husi, 931763",0736 809 598,7e:f6:88:c9:2d:14,103.15.19.233,RO90GWLU0382663575285959,2025-06-22 22:40:03,20097,275,618,1674433,62f27b11-bb79-4f30-8558-13f65c4e1f58
Viorela Stoica,viorelastoica,viorelastoica@kappa.ro,5710422189231,1983-06-17,"Aleea Dima, Poienile de sub Munte, 497533",0771 447 792,d6:ff:0f:23:0a:d0,150.153.89.29,RO45UUNC4870770388130377,2025-06-22 22:40:03,5718,341,661,1305164,2d98b3a9-99b2-4d09-9fad-0d53f406461a
Bebe Voinea,bebevoinea,bebevoinea@gmail.com,7000214377848,2011-04-06,"Drumul Stancu Nr. 34, Gilau, 679196",0722 224 893,50:42:42:db:f5:3e,163.197.40.72,RO24XPZI2649991025285428,2025-06-22 22:40:03,5436,611,79,11807,bb387602-1be6-4815-96cd-cf71bee68548
Anca Eftimie,ancaeftimie,ancaeftimie@kappa.ro,1360918465095,2019-07-11,"Bulevardul Tomescu Nr. 483 Bl. 27  Sc. 31 Ap. 227, Horodnic de Sus, 385274",0767 540 243,94:ad:8a:19:5f:f5,181.212.50.168,RO26FYTN5990632692917559,2025-06-22 22:40:03,22563,54,165,1201378,28b7366f-1812-4302-97aa-110a37e62cba
Nicodim Eftimie,nicodimeftimie,nicodimeftimie@141.ro,8780715374933,1926-12-21,"Strada Suciu Nr. 20, Tandarei, 191550",0769 625 168,ae:c4:de:c4:98:b8,217.193.211.146,RO17DTOH6254741693087317,2025-06-22 22:40:03,10939,676,329,849330,b7262adf-d0aa-42bd-8a67-fc3f4b6e1f85
Bănel Dochioiu,băneldochioiu,băneldochioiu@141.ro,8831011075931,1948-11-18,"Soseaua Niță Nr. 877 Bl. 20  Sc. 24 Ap. 223, Siret, 497691",0738 574 992,18:5f:13:6c:c4:c9,147.78.0.200,RO92ALVZ7368422938081821,2025-06-22 22:40:03,6829,349,450,506101,57c0e4d2-c0c4-4d2c-b6a9-958f72640382
Ieremia Popa,ieremiapopa,ieremiapopa@email.ro,5270117143533,1935-04-22,"Bulevardul Mocanu Nr. 34, Balan, 680685",0235 401 810,52:c8:6e:dd:13:9f,47.47.50.72,RO84WWJK0358368326471840,2025-06-22 22:40:03,25142,490,249,752501,b0bb8b31-f6de-4247-8f50-c70e6e133da4
Darius Marin,dariusmarin,dariusmarin@gmail.com,6580430398935,1953-01-17,"Intrarea Toma Nr. 77 Bl. 86  Sc. 67 Ap. 561, Otopeni, 882418",0720 051 442,14:6b:5a:ea:45:96,43.211.8.139,RO32EIYO4462628787693251,2025-06-22 22:40:03,26630,987,198,1536566,2a44fedb-1659-4fcf-8a69-dc457575096e
Felix Stancu,felixstancu,felixstancu@141.ro,4960809447876,1942-03-04,"Strada Pușcașu Nr. 608 Bl. 41  Sc. 38 Ap. 131, Sangeorz-Bai, 922110",0726 139 585,18:8d:92:b7:05:44,53.227.81.254,RO75IRCB1704689269300514,2025-06-22 22:40:03,28011,517,11,710022,60f242ad-fb7b-4713-9b99-a7ac99418f3d
Romanița Toma,romanițatoma,romanițatoma@141.ro,2280315149985,1999-03-04,"Aleea Popa Nr. 371 Bl. 15  Sc. 21 Ap. 691, Buzau, 663078",0762 258 892,d0:36:83:0a:62:55,103.237.203.28,RO65HEOK4542931958722720,2025-06-22 22:40:03,19211,267,185,1175442,b782c483-98bc-432c-8cfd-0c065781fb5e
Dorel Dinu,doreldinu,doreldinu@acasa.ro,6500914062878,1996-05-08,"Bulevardul Ardelean Nr. 232, Prejmer, 675131",0265 607 232,62:8f:da:3b:3c:0b,138.207.49.151,RO90ERHO2288309895248645,2025-06-22 22:40:03,16076,682,663,659302,99f9976a-efad-4d65-9036-eb005bb44211
Sorin Nistor,sorinnistor,sorinnistor@141.ro,1220523296290,1965-04-08,"Soseaua Barbu, Huedin, 620180",0759 630 463,8a:cb:46:97:34:b7,208.242.187.109,RO19RFSM8141049226399323,2025-06-22 22:40:03,2377,829,518,591879,c29072a4-bb7a-413d-9916-3182487e07a1
Matei Barbu,mateibarbu,mateibarbu@acasa.ro,5261004068474,2015-02-20,"Strada Stoica Nr. 69 Bl. 22  Sc. 70 Ap. 411, Prejmer, 802482",0772 985 721,c6:72:ad:ea:76:73,63.250.86.88,RO28GMFG8510826418346231,2025-06-22 22:40:03,15284,689,561,925019,a2e34a91-c3cb-4c52-ae87-3220316f9af2
Avram Toma,avramtoma,avramtoma@acasa.ro,1960624450568,2018-09-30,"Bulevardul Popescu, Seini, 746128",0766 587 449,04:11:79:f1:02:4a,49.193.188.144,RO42MJCI3814241874233646,2025-06-22 22:40:03,13104,121,413,1369711,7babb9ad-9679-43ec-ae13-6293abdfd67e
